FinalID,FinalIDassigned,Phylum,Class,Order,Family,Genus
Stephanodiscus alpinus,Stephanodiscus alpinus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus cf carconensis R6 JPK,Stephanodiscus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus cf medius SCCWRP BSL,Stephanodiscus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus cf minutulus,Stephanodiscus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus excentricus,Stephanodiscus excentricus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus hantzschii Grunow in Cleve & Grunow,Stephanodiscus hantzschii,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus medius,Stephanodiscus medius,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus medius HÂkansson,Stephanodiscus medius,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus medius H‘kansson,Stephanodiscus medius,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus minutulus,Stephanodiscus minutulus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus niagarae,Stephanodiscus niagarae,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus parvus,Stephanodiscus parvus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus sp 1,Stephanodiscus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus sp 1 SCCWRP JPK,Stephanodiscus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stephanodiscus sp. 1 SCCWRP JPK,Stephanodiscus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
Stigeoclonium,Stigeoclonium,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium amoenum,Stigeoclonium amoenum,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium basal stage,Stigeoclonium basal,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium cf amoenum,Stigeoclonium,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium cf lubricum,Stigeoclonium,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium cf nanum,Stigeoclonium,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium cf subsecundum,Stigeoclonium,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium cf tenue,Stigeoclonium,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium lubricum,Stigeoclonium lubricum,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium lubricum (Dillwyn) K¸tz.,Stigeoclonium lubricum,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium nanum,Stigeoclonium nanum,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium sp 1,Stigeoclonium,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium sp. 1,Stigeoclonium,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium sp. 1 ,Stigeoclonium,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium subsecundum,Stigeoclonium subsecundum,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium subsecundum (K¸tz.) K¸tz.,Stigeoclonium subsecundum,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigeoclonium tenue,Stigeoclonium tenue,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Stigonema cf mamillosum,Stigonema,Cyanobacteria,Cyanophyceae,Nostocales,Stigonemataceae,Stigonema
Stigonema mamillosum,Stigonema mamillosum,Cyanobacteria,Cyanophyceae,Nostocales,Stigonemataceae,Stigonema
Stigonema sp 1,Stigonema,Cyanobacteria,Cyanophyceae,Nostocales,Stigonemataceae,Stigonema
Stipitococcus sp 1,Stipitococcus,Heterokontophyta,Xanthophyceae,Rhizochloridiales,Stipitococcaceae,Stipitococcus
Stipitococcus sp 2,Stipitococcus,Heterokontophyta,Xanthophyceae,Rhizochloridiales,Stipitococcaceae,Stipitococcus
Streptophyta 1,Streptophyta,Streptophyta,NA,NA,NA,NA
Strombomonas sp 1,Strombomonas,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Strombomonas
Stylochrysalis sp 1,Stylochrysalis,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Stylochrysalis
Stylococcaceae 1,Stylococcaceae,Heterokontophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,NA
Stylococcaceae 2,Stylococcaceae,Heterokontophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,NA
Stylococcaceae 3,Stylococcaceae,Heterokontophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,NA
Stylococcus sp 1,Stylococcus,Heterokontophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,Stylococcus
Stauroneis wislouchii,Stauroneis wislouchii,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stenopterobia,Stenopterobia,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Stenopterobia
Stenopterobia curvula,Stenopterobia curvula,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Stenopterobia
Stenopterobia delicatissima,Stenopterobia delicatissima,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Stenopterobia
Surirella,Surirella,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella amphioxys,Surirella amphioxys,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella angusta,Surirella angusta,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella angusta K™tzing,Surirella angusta,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella angusta K¸tzing,Surirella angusta,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella bifrons,Surirella bifrons,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella biseriata,Surirella biseriata,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella bohemica,Surirella bohemica,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brebissonii,Surirella brebissonii,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brebissonii Krammer & Lange-Bertalot,Surirella brebissonii,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brebissonii var kuetzingii,Surirella brebissonii var kuetzingii,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brebissonii var. kuetzingii Krammer & Lange-Bertalot,Surirella brebissonii var kuetzingii,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brightwellii,Surirella brightwellii,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brightwellii W Smith,Surirella brightwellii,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella brightwellii W. Smith,Surirella brightwellii,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella cf angusta SCCWRP BSL,Surirella,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella cf brebissonii SWAMP JPK,Surirella,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella cf ovalis SCCWRP JPK,Surirella,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella cf splendida SCCWRP BSL,Surirella,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella cf striatula SCCWRP BSL,Surirella,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella elegans,Surirella elegans,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella helvetica,Surirella helvetica,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella linearis,Surirella linearis,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella linearis var constricta,Surirella linearis var constricta,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella minuta,Surirella minuta,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella minuta BrÈbisson,Surirella minuta,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella ovalis,Surirella ovalis,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella ovalis Br_bisson,Surirella ovalis,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella ovalis BrÈbisson,Surirella ovalis,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella ovata,Surirella ovata,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella robusta,Surirella robusta,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella robusta Ehrenberg,Surirella robusta,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella sp 1 SWAMP JR,Surirella,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella sp A SWAMP EWT,Surirella,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella sp A SWAMP KB,Surirella,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella spiralis,Surirellairalis,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella splendida,Surirellalendida,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Surirella splendida (Ehrenberg) K¸tzing,Surirellalendida,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Symploca,Symploca,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symploca
Symploca cf dubia,Symploca,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symploca
Symploca cf elegans,Symploca,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symploca
Symploca dubia,Symploca dubia,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symploca
Symploca elegans,Symploca elegans,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symploca
Symploca sp 1,Symploca,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symploca
Symplocastrum sp 1,Symplocastrum,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Symplocastrum
Synechococcus aff. mundulus,Synechococcus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus ambiguum,Synechococcus ambiguus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus ambiguus,Synechococcus ambiguus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus ambiguus Skuja,Synechococcus ambiguus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus cf ambiguus,Synechococcus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus cf mundulus,Synechococcus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus cf nidulans,Synechococcus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus mundulus,Synechococcus mundulus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus nidulans,Synechococcus nidulans,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus sp 1,Synechococcus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus sp. 1,Synechococcus,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus
Synedra,Synedra,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra acus,Synedra acus,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra cf goulardi DWB,Synedra,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra cf mazamaensis DWB,Synedra,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra cf oxyrhynchus DWB,Synedra,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra cyclopum,Synedra cyclopum,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra cyclopum Brutschy,Synedra cyclopum,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra delicatissima,Synedra delicatissima,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra delicatissima W Smith,Synedra delicatissima,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra delicatissima W. Smith,Synedra delicatissima,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra gaillonii,Synedra gaillonii,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra goulardi,Synedra goulardi,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra goulardi BrÈbisson ex Cleve & Grunow,Synedra goulardi,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra mazamaensis,Synedra mazamaensis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra rumpens,Synedra rumpens,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra rumpens K¸tzing,Synedra rumpens,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra socia,Synedra socia,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra tenera,Synedra tenera,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra ulna,Synedra ulna,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra ulna (Nitzsch) Ehrenberg,Synedra ulna,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra ulna f contracta,Synedra ulna,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synedra ulna var amphirhynchus,Synedra ulna var amphirhynchus,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Surirella stalagma,Surirella stalagma,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Synedra ulna var oxyrhynchus,Synedra ulna var oxyrhynchus,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Synura cf curtispina,Synura,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Synura
Synura curtispina,Synura curtispina,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Synura
Tabellaria,Tabellaria,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabellaria
Tabellaria fenestrata,Tabellaria fenestrata,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabellaria
Tabellaria flocculosa,Tabellaria flocculosa,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabellaria
Tabellaria ventricosa,Tabellaria ventricosa,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabellaria
Tabularia,Tabularia,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabularia
Tabularia cf fasciculata SWAMP,Tabularia,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabularia
Tabularia fasciculata,Tabularia fasciculata,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabularia
Tabularia fasciculata (Agardh) Williams & Round,Tabularia fasciculata,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabularia
Tabularia fasciculata (Agardh) Williams & Round ,Tabularia fasciculata,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabularia
Tabularia investiens,Tabularia investiens,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabularia
Tabularia investiens (W. Smith) Williams & Round,Tabularia investiens,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabularia
Tabularia tabulata,Tabularia tabulata,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabularia
Teilingia cf granulata,Teilingia,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Teilingia 
Teilingia granulata,Teilingia granulata,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Teilingia 
Terpsino• musica Ehrenberg,Terpsinoe musica,Heterokontophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Terpsinoe,Terpsinoe,Heterokontophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Terpsinoe americana,Terpsinoe americana,Heterokontophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Terpsinoe musica,Terpsinoe musica,Heterokontophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
Terpsinoe musica Ehrenberg,Terpsinoe musica,Heterokontophyta,Coscinodiscophyceae,Biddulphiales,Biddulphiaceae,Terpsinoe
TerpsinoÎ musica Ehrenberg,TerpsinoÎ musica,Bacillariophyta,Mediophyceae,Anaulales,Anaulaceae,TerpsinoÎ
Tetraedron caudatum,Tetraedron caudatum,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron caudatum (Corda) Hansg.,Tetraedron caudatum,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron cf caudatum,Tetraedron,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron cf incus,Tetraedron,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron cf minimum,Tetraedron,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron cf. minimum,Tetraedron,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron incus,Tetraedron incus,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron minimum,Tetraedron minimum,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraedron minimum (A. Braun) Hansg.,Tetraedron minimum,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Tetraselmis sp 1,Tetraselmis,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis
Tetraselmis sp. 1,Tetraselmis,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis
Tetraspora cf gelatinosa,Tetraspora,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Tetraspora
Tetraspora gelatinosa,Tetraspora gelatinosa,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Tetraspora
Tetraspora gelatinosa (Vaucher) Desv.,Tetraspora gelatinosa,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Tetraspora
Tetraspora sp 1,Tetraspora,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Tetraspora
Tetraspora sp. 1,Tetraspora,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Tetraspora
Tetrasporaceae,Tetrasporaceae,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,NA
Tetrasporales sp 1,Tetrasporales,Chlorophyta,Chlorophyceae,Tetrasporales,NA,NA
Tetrasporidium cf javanicum,Tetrasporidium,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Tetrasporidium
Tetrasporidium javanicum,Tetrasporidium javanicum,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Tetrasporidium
Tetrasporidium javanicum K.Mˆbius,Tetrasporidium javanicum,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Tetrasporidium
Tetrasporopsis,Tetrasporopsis,Chrysophyta,Chrysophyceae,Chrysocapsales,Chrysocapsaceae,
Tetrasporopsis fuscescens,Tetrasporopsis fuscescens  ,Chrysophyta,Chrysophyceae,Chrysocapsales,Chrysocapsaceae,Tetrasporopsis
Tetrastrum cf komarekii,Tetrastrum,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Tetrastrum cf staurogeniiforme ,Tetrastrum,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Tetrastrum cf triangulare,Tetrastrum,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Tetrastrum komarekii,Tetrastrum komarekii,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Tetrastrum komarekii Hind·k,Tetrastrum komarekii,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Tetrastrum staurogeniiforme ,Tetrastrum staurogeniiforme,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Tetrastrum triangulare,Tetrastrum triangulare,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Thalassionema nitzschioides,Thalassionema nitzschioides,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Thalassionema
Thalassionema nitzschioides (Grunow) Van Heurck,Thalassionema nitzschioides,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Thalassionema
Thalassiosira,Thalassiosira,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
