FinalIDassigned,AlgaeList,Habit,BCG,BCG45,BCG12,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,NitrogenUptakeMetabolism2,OxygenRequirements,Salinity,Salinity2,Saprobity,TaxonomicGroup,TrophicState,Zygnemataceae,ZHR,CRUS,Green,Phylum,Class,Order,Family,Genus1,orig.FinalID
Scytonema,SoftAlgae_2012,,0,,,Yes,NI,NI,NI,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,Scytonema cf bohneri
Scytonema bohneri,SoftAlgae_2012,,0,,,Yes,NI,NI,NI,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,Scytonema bohneri
Scytonema crispum,SoftAlgae_2012,,0,,,Yes,NI,NI,NI,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,Scytonema crispum
Scytonema mirabile,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selenastrum gracile,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum ,Selenastrum gracile
Sellaphora,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sellaphora americana,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora bacilloides,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora bacillum,Diatom_2012,BN,2,,yes,,,,,,,MM,NALON,NALON,DO_75,FB,FB,BM,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora disjuncta,Diatom_2012,BN,0,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora hustedtii,Diatom_2012,BN,0,,,,,,,,,MM,,,DO_100,F,F,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora joubaudii,Diatom_2012,BN,0,,,,,,,,,MM,,,,FB,FB,BM,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora laevissima,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,M,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora minima,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora mutata,Diatom_2012,BN,0,,,,,,,,,MM,,,,FB,FB,BM,,OM,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora nyassensis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora pseudopupula,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora pupula,Diatom_2012,BN,5,yes,,,,,,,,MM,NAHON,NAHON,DO_50,FB,FB,AM,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora rectangularis,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sellaphora seminulum,Diatom_2012,BN,3,,,,,,,,,MM,NHHONF,Heterotroph,DO_30,FB,FB,AMPS,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora stroemii,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Seminavis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,
Seminavis pusilla,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,
Seminavis strigosa,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simonsenia,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Simonsenia,
Simonsenia delognei,Diatom_2012,BN,3,,,,,,,,,HM,,,DO_100,BF,Halo,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Simonsenia,
Siphononema,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Siphononema,Siphononema cf polonicum
Siphononema polonicum,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Siphononema,Siphononema polonicum
Sirodotia,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,RD,,No,Yes,,,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Sirodotia,Sirodotia cf huillensis
Sirodotia huillensis,SoftAlgae_2012,,2,,yes,No,NI,NI,NI,NI,NI,,,,,,,,RD,,No,Yes,,,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Sirodotia,Sirodotia huillensis
Skeletonema potamos,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowella,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Snowella ,Snowella cf septentrionalis
Snowella septentrionalis,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Snowella ,Snowella septentrionalis
Sorastrum,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Sorastrum ,Sorastrum cf spinulosum
Sorastruminulosum,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Sorastrum ,Sorastrum spinulosum
Sphaerobotrys,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerobotrys,Sphaerobotrys cf fluviatilis
Sphaerobotrys fluviatilis,SoftAlgae_2012,,4,yes,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerobotrys,Sphaerobotrys fluviatilis
Sphaerocystis,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis,Sphaerocystis cf planctonica
Sphaerocystis planctonica,SoftAlgae_2012,,3,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis,Sphaerocystis planctonica
Sphaerocystis schroeteri,SoftAlgae_2012,,3,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis,Sphaerocystis schroeteri
Sphaeroplea annulina,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirogyra,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra
Spirogyra bellis,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra bellis
Spirogyra borgeana,SoftAlgae_2012,,3,,,No,NI,NI,NI,NI,low,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra borgeana
Spirogyra daedaleoides,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra daedaleoides
Spirogyra fluviatilis,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra fluviatilis
Spirogyra grevilleana,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra grevilleana
Spirogyra juliana,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirogyra kuusamoensis,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra kuusamoensis
Spirogyra longata,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra longata
Spirogyra lutetiana,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra lutetiana
Spirogyra majuscula,SoftAlgae_2012,,2,,yes,No,NI,NI,NI,NI,low,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra majuscula
Spirogyra maxima,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra maxima
Spirogyra notabilis,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra notabilis
Spirogyra parvula,SoftAlgae_2012,,0,,,No,NI,,NI,NI,NI,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra parvula
Spirogyra protecta,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra protecta
Spirogyra scrobiculata,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra scrobiculata
Spirogyra setiformis,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra setiformis
Spirogyra teodoresci,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra teodoresci
Spirogyra varians,SoftAlgae_2012,,2,,yes,No,NI,NI,NI,NI,low,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra varians
Spirogyra weberi,SoftAlgae_2012,,2,,yes,No,NI,NI,NI,NI,low,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra weberi
Spirogyrareeiana,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CA,,Yes,Yes,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra spreeiana
Spirotaenia condensata,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Spirotaenia ,Spirotaenia condensata
Spirulina,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,Spirulina cf corakiana
Spirulina adriatica,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,Spirulina adriatica
Spirulina corakiana,SoftAlgae_2012,,3,,,No,,NI,NI,NI,NI,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,Spirulina corakiana
Spirulina major,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,Spirulina major
Spirulina subtilissima,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,Spirulina subtilissima
Spirulina tenerrima,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CB,,No,,,,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,Spirulina tenerrima
Spondylosium,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporotetras,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Chlorococcales,Radiococcaceae,Sporotetras,Sporotetras sp 1
Staurastrum,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cf avicula
Staurastrum alternans,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurastrum anaticum,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurastrum avicula,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum avicula
Staurastrum brebissonii,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum ,Staurastrum brebissonii
Staurastrum cingulum,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurastrum dejectum,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum dejectum
Staurastrum dilatatum,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurastrum furcigerum,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurastrum lapponicum,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CA,,No,,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum lapponicum
Staurastrum muticum,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum muticum
Staurastrum orbiculare,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurastrum orbiculare var minor,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CA,,No,,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum orbiculare var minor
Staurastrum proboscideum,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum proboscideum
Staurastrum punctulatum,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CA,,No,,,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum punctulatum
Staurastrum punctulatum f minor,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum ,Staurastrum punctulatum f minor
Staurastrum punctulatum var subproductum,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum ,Staurastrum punctulatum var subproductum
Staurastrum schimidlei,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stauridium,SoftAlgae_2012,,3,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Stauridium,Stauridium cf tetras
Stauridium tetras,SoftAlgae_2012,,3,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Stauridium,Stauridium tetras
Staurodesmus,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus,Staurodesmus sp 1
Staurodesmus dejectus,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurodesmus dejectus var apiculatus,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus,Staurodesmus dejectus var apiculatus
Staurodesmus megacanthus,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stauroforma,Diatom_2012,,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Stauroforma,
Stauroforma exiguiformis,Diatom_2012,,2,,yes,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Stauroforma,
Stauroneis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis anceps,Diatom_2012,BN,3,,,,,,,,,MM,NAHON,NAHON,DO_75,FB,FB,BM,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis anceps f gracilis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis gracilis,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis kootenai,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis kriegeri,Diatom_2012,BN,3,,,,,,,,,MM,NAHON,NAHON,DO_75,FB,FB,BM,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis legumen,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis lundii,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis neohyalina,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stauroneis obtusa,Diatom_2012,BN,0,,,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis phoenicenteron,Diatom_2012,BN,3,,,,,,,,,MM,NAHON,NAHON,DO_50,FB,FB,BM,,ME,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis producta,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis separanda,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stauroneis smithii,Diatom_2012,BN,4,yes,,,,,,,,MM,NAHON,NAHON,DO_100,FB,FB,BM,,I,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis tackei,Diatom_2012,BN,5,yes,,,,,,,,MM,,,,FB,FB,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis thermicola,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis undata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Stauroneis wislouchii,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,
Staurosira,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,
Staurosira bidens,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,
Staurosira construens,Diatom_2012,BN,4,yes,,,,,,,,NM,NALON,NALON,DO_100,FB,FB,BM,,ME,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,
Staurosira construens var binodis,Diatom_2012,BN,4,yes,,,,,,,,NM,NAHON,NAHON,DO_100,FB,FB,OS,,ME,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,
Staurosira construens var exigua,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,
Staurosira construens var pumila,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,
Staurosira construens var venter,Diatom_2012,BN,4,yes,,,,,,,,NM,NAHON,NAHON,DO_100,FB,FB,BM,,ME,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,
Staurosira incerta,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurosira punctiformis,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,
Staurosirella,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella,
Staurosirella berolinensis,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurosirella confusa,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staurosirella lapponica,Diatom_2012,BN,3,,,,,,,,,NM,,,,FB,FB,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella,
Staurosirella leptostauron,Diatom_2012,BN,3,,,,,,,,,NM,NALON,NALON,DO_100,FB,FB,OS,,ME,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella,
Staurosirella leptostauron var dubia,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella,
Staurosirella pinnata,Diatom_2012,BN,4,yes,,,,,,,,NM,NAHON,NAHON,DO_100,FB,FB,BM,,I,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella,
Staurosirella pinnata var intercedens,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella,
Staurosirella pinnata var lancettula,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella,
Stenopterobia,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Stenopterobia,
Stenopterobia curvula,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Stenopterobia,
Stenopterobia delicatissima,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Stenopterobia,
Stephanodiscus,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,
Stephanodiscus alpinus,Diatom_2012,,0,,,,,,,,,,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,
Stephanodiscus excentricus,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,
Stephanodiscus hantzschii,Diatom_2012,P,5,yes,,,,,,,,NM,NHHONF,Heterotroph,DO_30,FB,FB,AMPS,,PH,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,
Stephanodiscus medius,Diatom_2012,P,4,yes,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,
Stephanodiscus minutulus,Diatom_2012,P,0,,,,,,,,,NM,NAHON,NAHON,DO_50,FB,FB,AM,,PH,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,
Stephanodiscus niagarae,Diatom_2012,P,4,yes,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,
Stephanodiscus parvus,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,
Stigeoclonium,SoftAlgae_2012,,4,yes,,No,,,,,,,,,,,,,CL,,No,,Yes,Yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium,Stigeoclonium cf amoenum
Stigeoclonium amoenum,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,CL,,No,,Yes,Yes,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium,Stigeoclonium amoenum
Stigeoclonium basal,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
